Snoring Rate,Respiratory Rate,Body Temperature,Limb Movement,Blood Oxygen,Eye Movement,Sleep Hours,Heart Rate,Stress Level
2.0,20.0,97.4,1.0,92.0,0.0,10.0,67.0,1.0
4.0,23.0,97.4,0.0,95.0,0.0,8.0,83.0,1.0
5.0,16.0,97.6,8.0,92.0,1.0,7.4,66.0,1.0
10.0,23.0,97.1,6.0,95.0,0.0,7.1,73.0,1.0
0.0,12.0,98.7,9.0,99.0,0.0,9.7,67.0,0.0
5.0,15.0,97.4,0.0,95.0,0.0,10.0,93.0,1.0
6.0,14.0,98.2,8.0,92.0,0.0,9.4,89.0,0.0
6.0,18.0,98.6,0.0,91.0,0.0,9.4,83.0,1.0
8.0,14.0,98.5,2.0,96.0,1.0,5.7,81.0,1.0
7.0,20.0,98.8,8.0,96.0,0.0,8.1,69.0,0.0
1.0,12.0,98.2,3.0,95.0,1.0,9.4,61.0,0.0
8.0,14.0,98.0,4.0,94.0,0.0,5.5,90.0,1.0
1.0,13.0,98.5,7.0,93.0,0.0,6.4,62.0,0.0
9.0,17.0,98.1,6.0,97.0,0.0,6.1,77.0,1.0
9.0,21.0,98.8,0.0,100.0,0.0,8.2,79.0,0.0
1.0,12.0,97.9,8.0,93.0,1.0,5.5,85.0,0.0
1.0,15.0,98.6,8.0,91.0,0.0,9.4,93.0,1.0
5.0,16.0,98.5,3.0,97.0,0.0,7.0,72.0,1.0
0.0,24.0,98.3,10.0,96.0,0.0,8.5,83.0,0.0
8.0,16.0,97.4,2.0,96.0,0.0,6.0,65.0,0.0
9.0,23.0,97.1,9.0,92.0,0.0,5.6,63.0,0.0
1.0,13.0,98.2,1.0,95.0,1.0,5.3,90.0,0.0
1.0,22.0,98.2,8.0,100.0,1.0,4.0,88.0,0.0
6.0,24.0,98.3,7.0,94.0,0.0,7.1,97.0,1.0
4.0,14.0,97.2,7.0,99.0,0.0,5.5,70.0,1.0
7.0,19.0,98.7,5.0,100.0,0.0,9.6,66.0,0.0
9.0,12.0,98.2,4.0,92.0,0.0,4.1,60.0,0.0
7.0,15.0,99.0,9.0,94.0,0.0,7.5,71.0,1.0
3.0,18.0,97.5,9.0,92.0,0.0,6.3,96.0,0.0
3.0,24.0,97.8,8.0,100.0,1.0,7.7,80.0,1.0
1.0,22.0,97.9,4.0,91.0,1.0,9.3,82.0,1.0
8.0,22.0,98.3,0.0,90.0,0.0,7.0,77.0,1.0
4.0,25.0,98.7,5.0,96.0,1.0,8.2,73.0,1.0
1.0,20.0,98.1,0.0,98.0,1.0,7.6,94.0,1.0
7.0,20.0,99.0,0.0,91.0,1.0,8.4,91.0,0.0
4.0,22.0,98.9,1.0,99.0,0.0,8.0,85.0,1.0
8.0,13.0,97.5,0.0,90.0,1.0,9.9,98.0,1.0
0.0,24.0,97.5,8.0,93.0,1.0,5.4,65.0,0.0
5.0,17.0,97.5,9.0,97.0,0.0,6.1,86.0,1.0
7.0,14.0,98.0,5.0,100.0,0.0,6.3,70.0,0.0
3.0,23.0,98.5,3.0,97.0,0.0,5.1,83.0,1.0
2.0,25.0,97.1,4.0,90.0,0.0,6.6,93.0,1.0
7.0,12.0,98.6,1.0,93.0,0.0,5.0,83.0,1.0
0.0,24.0,98.8,7.0,95.0,0.0,7.4,62.0,1.0
5.0,16.0,97.5,0.0,99.0,0.0,5.0,61.0,0.0
4.0,15.0,97.8,9.0,90.0,0.0,5.9,64.0,0.0
6.0,24.0,97.4,1.0,98.0,0.0,5.4,68.0,0.0
6.0,19.0,98.9,4.0,91.0,1.0,5.4,67.0,0.0
2.0,13.0,98.6,6.0,100.0,0.0,6.1,86.0,0.0
5.0,24.0,97.3,5.0,100.0,1.0,4.8,97.0,0.0
5.0,16.0,97.6,8.0,95.0,0.0,6.9,92.0,1.0
3.0,20.0,98.2,3.0,92.0,1.0,7.7,88.0,1.0
0.0,16.0,98.4,5.0,99.0,1.0,7.2,98.0,1.0
0.0,19.0,97.4,4.0,97.0,0.0,6.7,95.0,1.0
5.0,22.0,98.5,5.0,94.0,1.0,7.4,64.0,0.0
10.0,16.0,98.4,8.0,91.0,1.0,6.7,63.0,0.0
6.0,22.0,98.9,1.0,96.0,1.0,7.9,85.0,1.0
1.0,23.0,98.8,2.0,93.0,1.0,7.0,79.0,0.0
1.0,24.0,98.6,9.0,93.0,1.0,7.7,64.0,0.0
9.0,25.0,97.7,1.0,93.0,1.0,6.7,63.0,0.0
0.0,19.0,97.8,7.0,98.0,1.0,8.8,62.0,0.0
4.0,19.0,98.3,10.0,94.0,0.0,7.3,90.0,1.0
4.0,17.0,97.1,2.0,100.0,0.0,7.5,61.0,1.0
2.0,16.0,97.6,5.0,90.0,1.0,8.5,64.0,0.0
5.0,25.0,98.6,5.0,100.0,0.0,9.4,72.0,0.0
10.0,19.0,97.9,1.0,96.0,1.0,7.0,71.0,1.0
6.0,19.0,97.2,9.0,99.0,0.0,9.7,62.0,1.0
6.0,17.0,98.6,2.0,91.0,0.0,6.9,66.0,1.0
2.0,16.0,97.9,7.0,93.0,0.0,7.7,91.0,1.0
7.0,25.0,97.8,8.0,92.0,0.0,9.9,60.0,1.0
2.0,14.0,98.9,7.0,92.0,1.0,7.5,73.0,0.0
9.0,15.0,97.9,1.0,90.0,0.0,7.3,93.0,1.0
5.0,17.0,98.5,5.0,100.0,1.0,9.4,60.0,1.0
5.0,22.0,98.1,8.0,94.0,1.0,4.8,75.0,1.0
9.0,25.0,98.7,9.0,100.0,1.0,4.4,84.0,1.0
1.0,23.0,98.6,0.0,99.0,0.0,6.1,96.0,0.0
7.0,23.0,97.6,3.0,94.0,1.0,7.1,90.0,0.0
0.0,16.0,98.8,8.0,97.0,0.0,9.4,76.0,0.0
9.0,19.0,98.8,10.0,90.0,0.0,4.9,62.0,0.0
3.0,23.0,97.9,8.0,90.0,1.0,4.9,61.0,1.0
6.0,16.0,97.4,4.0,98.0,1.0,8.2,93.0,1.0
4.0,13.0,97.5,2.0,92.0,1.0,6.9,81.0,1.0
10.0,18.0,98.0,3.0,90.0,0.0,7.9,61.0,1.0
0.0,16.0,97.6,4.0,100.0,1.0,8.7,86.0,1.0
2.0,18.0,98.9,7.0,98.0,1.0,7.9,85.0,1.0
5.0,16.0,98.2,1.0,92.0,1.0,7.2,63.0,1.0
1.0,17.0,97.2,9.0,95.0,1.0,6.8,98.0,0.0
0.0,20.0,97.4,6.0,91.0,1.0,6.8,61.0,0.0
7.0,15.0,97.7,2.0,98.0,0.0,8.8,69.0,1.0
3.0,12.0,98.1,1.0,97.0,1.0,7.0,86.0,1.0
2.0,14.0,98.9,2.0,97.0,1.0,4.3,91.0,1.0
7.0,22.0,97.1,6.0,92.0,0.0,5.5,78.0,0.0
10.0,20.0,97.2,5.0,100.0,0.0,9.3,70.0,0.0
4.0,24.0,97.5,5.0,100.0,0.0,9.6,66.0,0.0
4.0,20.0,99.0,7.0,91.0,0.0,6.3,66.0,0.0
6.0,22.0,98.1,10.0,95.0,0.0,5.0,90.0,1.0
7.0,14.0,98.3,3.0,93.0,1.0,4.9,97.0,1.0
2.0,13.0,98.1,8.0,91.0,1.0,7.3,61.0,1.0
0.0,20.0,97.2,3.0,100.0,1.0,6.4,96.0,0.0
4.0,24.0,97.6,6.0,93.0,0.0,4.4,94.0,1.0
7.0,25.0,98.4,8.0,91.0,1.0,8.7,73.0,1.0
6.0,25.0,97.2,3.0,96.0,1.0,9.4,93.0,0.0
1.0,22.0,98.2,6.0,97.0,1.0,5.1,68.0,0.0
6.0,20.0,98.7,8.0,95.0,1.0,7.2,96.0,1.0
8.0,23.0,98.4,8.0,100.0,0.0,6.9,86.0,0.0
6.0,20.0,98.4,8.0,91.0,1.0,5.6,90.0,1.0
10.0,23.0,97.8,2.0,92.0,0.0,4.3,73.0,0.0
6.0,21.0,98.5,8.0,91.0,0.0,8.4,91.0,1.0
1.0,14.0,97.5,9.0,97.0,0.0,6.6,89.0,1.0
0.0,17.0,97.6,9.0,98.0,0.0,6.8,80.0,0.0
7.0,23.0,98.4,1.0,100.0,0.0,6.1,91.0,0.0
1.0,25.0,98.1,5.0,94.0,1.0,4.5,74.0,1.0
7.0,12.0,98.6,3.0,98.0,0.0,5.2,66.0,1.0
2.0,12.0,99.0,10.0,90.0,0.0,5.1,88.0,1.0
0.0,21.0,98.8,4.0,92.0,0.0,6.9,98.0,0.0
4.0,15.0,98.0,5.0,96.0,0.0,9.0,68.0,0.0
8.0,12.0,98.2,8.0,99.0,0.0,4.1,72.0,1.0
0.0,19.0,98.7,7.0,98.0,0.0,9.5,87.0,0.0
10.0,14.0,97.9,0.0,95.0,0.0,8.1,65.0,0.0
4.0,19.0,97.4,10.0,100.0,0.0,8.9,90.0,1.0
8.0,24.0,97.1,1.0,93.0,0.0,5.5,90.0,1.0
3.0,22.0,97.4,7.0,98.0,1.0,6.8,78.0,1.0
7.0,16.0,98.3,2.0,95.0,0.0,9.8,70.0,1.0
1.0,17.0,97.6,2.0,97.0,1.0,8.4,74.0,1.0
8.0,24.0,98.0,7.0,96.0,1.0,7.9,70.0,0.0
10.0,14.0,97.6,2.0,97.0,1.0,4.6,93.0,1.0
8.0,20.0,97.8,2.0,97.0,1.0,8.9,74.0,0.0
7.0,18.0,98.8,3.0,98.0,0.0,8.7,77.0,1.0
0.0,13.0,98.0,4.0,96.0,0.0,8.1,95.0,0.0
9.0,14.0,97.9,7.0,90.0,0.0,4.2,74.0,0.0
6.0,13.0,98.5,0.0,92.0,1.0,4.9,85.0,0.0
10.0,22.0,97.3,1.0,90.0,0.0,9.2,64.0,0.0
3.0,20.0,97.4,10.0,100.0,0.0,8.2,92.0,0.0
1.0,21.0,97.3,8.0,93.0,1.0,9.3,68.0,0.0
7.0,17.0,97.7,5.0,95.0,0.0,4.0,88.0,1.0
3.0,18.0,97.1,6.0,98.0,0.0,7.6,66.0,0.0
3.0,17.0,97.2,9.0,96.0,0.0,8.7,91.0,1.0
2.0,24.0,97.1,4.0,98.0,1.0,9.1,75.0,1.0
0.0,25.0,97.4,5.0,98.0,0.0,5.5,87.0,0.0
10.0,23.0,97.6,2.0,91.0,1.0,5.6,76.0,0.0
2.0,12.0,97.8,9.0,96.0,1.0,9.5,61.0,1.0
1.0,24.0,97.5,10.0,91.0,0.0,7.1,98.0,1.0
9.0,14.0,98.7,4.0,100.0,0.0,7.0,73.0,1.0
6.0,14.0,98.7,4.0,94.0,0.0,5.6,62.0,1.0
10.0,20.0,97.1,0.0,97.0,1.0,8.8,85.0,1.0
2.0,13.0,98.9,9.0,91.0,0.0,7.1,69.0,1.0
5.0,12.0,97.6,8.0,93.0,0.0,4.4,100.0,0.0
0.0,13.0,98.2,0.0,93.0,1.0,7.1,64.0,0.0
7.0,25.0,97.1,4.0,93.0,1.0,8.3,81.0,0.0
2.0,17.0,97.9,1.0,92.0,0.0,4.8,99.0,0.0
8.0,15.0,98.7,9.0,92.0,0.0,9.0,90.0,0.0
7.0,25.0,98.8,3.0,91.0,0.0,8.4,95.0,1.0
6.0,20.0,97.6,8.0,95.0,1.0,9.3,61.0,1.0
4.0,19.0,97.1,4.0,100.0,1.0,7.1,100.0,0.0
7.0,13.0,97.8,0.0,94.0,1.0,7.3,100.0,0.0
3.0,22.0,97.3,10.0,90.0,1.0,9.5,74.0,0.0
4.0,20.0,98.5,0.0,90.0,0.0,4.4,67.0,0.0
9.0,17.0,97.1,1.0,90.0,1.0,8.9,97.0,0.0
9.0,15.0,98.6,8.0,96.0,1.0,9.9,94.0,1.0
7.0,18.0,98.4,2.0,92.0,0.0,4.4,78.0,1.0
10.0,25.0,97.9,7.0,90.0,1.0,7.2,89.0,1.0
5.0,15.0,97.7,6.0,93.0,1.0,5.6,83.0,1.0
5.0,16.0,97.2,0.0,90.0,1.0,4.7,95.0,0.0
10.0,24.0,98.7,9.0,98.0,0.0,9.6,76.0,1.0
6.0,16.0,98.3,10.0,99.0,0.0,8.4,85.0,1.0
6.0,19.0,98.9,3.0,91.0,1.0,5.0,87.0,0.0
8.0,13.0,98.6,9.0,95.0,1.0,9.0,93.0,0.0
5.0,25.0,97.7,10.0,91.0,1.0,9.7,96.0,1.0
6.0,17.0,97.4,8.0,90.0,0.0,8.1,78.0,0.0
3.0,12.0,98.8,8.0,97.0,1.0,8.0,71.0,1.0
9.0,21.0,98.4,2.0,96.0,0.0,8.7,68.0,1.0
9.0,24.0,98.4,1.0,92.0,1.0,9.2,61.0,1.0
1.0,12.0,97.8,10.0,90.0,1.0,5.2,66.0,1.0
7.0,21.0,99.0,2.0,96.0,1.0,9.8,72.0,1.0
5.0,19.0,98.0,4.0,98.0,1.0,6.9,72.0,1.0
5.0,25.0,98.9,10.0,90.0,1.0,9.2,94.0,1.0
10.0,17.0,97.8,7.0,95.0,0.0,6.8,83.0,1.0
3.0,17.0,98.8,10.0,98.0,0.0,9.1,76.0,1.0
0.0,22.0,97.7,5.0,94.0,1.0,9.4,85.0,0.0
2.0,21.0,97.2,7.0,90.0,0.0,6.5,91.0,1.0
1.0,23.0,97.8,2.0,91.0,1.0,7.4,81.0,1.0
6.0,21.0,97.3,0.0,92.0,0.0,8.9,64.0,0.0
6.0,22.0,97.7,7.0,99.0,1.0,5.7,68.0,1.0
2.0,12.0,97.2,7.0,94.0,0.0,6.5,96.0,0.0
1.0,12.0,98.6,4.0,100.0,1.0,7.7,70.0,0.0
2.0,19.0,98.8,4.0,98.0,1.0,6.9,64.0,0.0
6.0,16.0,98.1,8.0,96.0,0.0,9.6,94.0,1.0
0.0,24.0,97.7,7.0,96.0,0.0,8.3,85.0,1.0
10.0,23.0,97.3,3.0,91.0,1.0,9.5,77.0,0.0
2.0,15.0,98.4,1.0,90.0,1.0,9.7,76.0,1.0
7.0,23.0,97.7,3.0,100.0,0.0,8.7,83.0,0.0
1.0,21.0,98.3,1.0,93.0,1.0,6.6,85.0,1.0
10.0,25.0,97.1,7.0,97.0,0.0,6.0,100.0,1.0
7.0,12.0,98.2,3.0,90.0,1.0,5.8,80.0,0.0
0.0,14.0,98.3,0.0,93.0,0.0,8.2,81.0,0.0
4.0,23.0,98.2,3.0,98.0,1.0,5.2,62.0,0.0
0.0,12.0,98.2,1.0,91.0,1.0,9.0,79.0,1.0
3.0,22.0,98.3,9.0,96.0,1.0,6.3,99.0,1.0
0.0,18.0,97.3,2.0,97.0,1.0,9.5,91.0,1.0
2.0,18.0,97.8,5.0,92.0,0.0,6.3,86.0,1.0
6.0,13.0,98.7,3.0,99.0,1.0,5.0,82.0,1.0
4.0,13.0,99.0,6.0,96.0,0.0,6.4,75.0,1.0
3.0,21.0,98.7,10.0,99.0,1.0,4.5,85.0,1.0
9.0,22.0,98.4,0.0,97.0,0.0,9.6,66.0,1.0
6.0,24.0,97.5,7.0,99.0,1.0,7.9,87.0,0.0
0.0,21.0,98.0,1.0,92.0,1.0,7.7,77.0,1.0
6.0,18.0,98.1,0.0,99.0,0.0,8.1,68.0,0.0
6.0,17.0,97.3,1.0,93.0,0.0,7.3,99.0,0.0
10.0,18.0,97.6,0.0,91.0,0.0,5.0,68.0,0.0
9.0,21.0,97.2,5.0,100.0,1.0,7.4,76.0,1.0
10.0,22.0,97.6,4.0,92.0,1.0,5.5,68.0,0.0
10.0,14.0,97.7,4.0,97.0,1.0,8.1,66.0,1.0
8.0,25.0,97.2,6.0,99.0,1.0,8.5,84.0,1.0
6.0,12.0,98.3,5.0,97.0,0.0,4.2,70.0,0.0
6.0,19.0,98.7,1.0,90.0,1.0,6.5,92.0,1.0
2.0,12.0,97.8,4.0,100.0,0.0,7.3,60.0,0.0
3.0,21.0,97.6,7.0,94.0,0.0,8.8,65.0,0.0
10.0,13.0,97.1,2.0,97.0,0.0,6.4,65.0,0.0
9.0,19.0,98.2,4.0,90.0,0.0,9.3,91.0,0.0
1.0,16.0,97.2,1.0,98.0,1.0,8.1,60.0,1.0
6.0,24.0,97.6,4.0,94.0,1.0,6.0,62.0,0.0
5.0,14.0,98.2,3.0,94.0,1.0,4.5,73.0,0.0
2.0,21.0,97.4,4.0,96.0,1.0,9.0,74.0,1.0
3.0,21.0,97.3,7.0,91.0,0.0,9.3,89.0,1.0
7.0,16.0,98.3,9.0,90.0,0.0,7.8,70.0,1.0
3.0,12.0,97.2,8.0,99.0,1.0,5.9,89.0,1.0
8.0,13.0,97.2,7.0,100.0,1.0,7.8,63.0,1.0
0.0,12.0,98.2,3.0,92.0,1.0,8.6,68.0,1.0
7.0,22.0,98.6,1.0,97.0,1.0,6.4,65.0,1.0
2.0,15.0,97.4,6.0,96.0,1.0,6.2,61.0,0.0
8.0,20.0,97.9,7.0,91.0,1.0,6.9,64.0,1.0
8.0,17.0,97.1,0.0,97.0,0.0,5.6,70.0,1.0
5.0,22.0,98.7,6.0,91.0,1.0,4.0,69.0,1.0
10.0,19.0,97.4,8.0,91.0,1.0,4.4,94.0,1.0
10.0,14.0,97.1,2.0,98.0,0.0,8.4,71.0,1.0
8.0,19.0,97.3,1.0,92.0,1.0,7.1,70.0,1.0
6.0,19.0,98.7,9.0,94.0,1.0,9.8,79.0,1.0
0.0,15.0,98.1,2.0,90.0,0.0,5.9,73.0,1.0
9.0,22.0,97.4,2.0,96.0,1.0,6.2,98.0,0.0
6.0,22.0,98.7,1.0,97.0,1.0,5.4,90.0,1.0
10.0,22.0,98.2,8.0,90.0,1.0,8.8,88.0,0.0
6.0,18.0,98.0,9.0,97.0,1.0,4.3,67.0,1.0
1.0,22.0,97.6,10.0,100.0,1.0,9.6,75.0,1.0
6.0,17.0,98.4,6.0,100.0,0.0,6.5,86.0,1.0
8.0,20.0,97.3,0.0,92.0,0.0,8.2,83.0,1.0
9.0,17.0,98.8,0.0,95.0,1.0,7.3,74.0,0.0
0.0,24.0,97.1,9.0,93.0,1.0,4.1,68.0,1.0
8.0,21.0,97.4,1.0,92.0,1.0,5.2,91.0,0.0
3.0,14.0,97.7,3.0,90.0,1.0,6.9,78.0,1.0
2.0,19.0,97.8,0.0,98.0,1.0,9.4,68.0,1.0
4.0,21.0,98.3,7.0,97.0,0.0,9.9,63.0,0.0
9.0,12.0,97.0,9.0,100.0,0.0,9.2,70.0,0.0
7.0,19.0,98.1,1.0,91.0,0.0,9.1,61.0,0.0
7.0,16.0,98.4,3.0,96.0,1.0,6.6,87.0,1.0
0.0,12.0,98.1,5.0,95.0,1.0,7.2,96.0,0.0
5.0,12.0,98.8,10.0,91.0,1.0,9.4,65.0,0.0
0.0,18.0,97.8,8.0,99.0,0.0,8.8,82.0,0.0
2.0,24.0,97.5,9.0,91.0,1.0,6.2,86.0,0.0
2.0,21.0,98.1,1.0,97.0,0.0,7.4,70.0,1.0
5.0,25.0,97.1,0.0,96.0,0.0,7.2,60.0,0.0
6.0,13.0,98.6,10.0,100.0,0.0,6.4,72.0,0.0
6.0,16.0,98.4,10.0,98.0,1.0,9.6,68.0,0.0
1.0,25.0,97.6,0.0,97.0,0.0,8.0,76.0,1.0
0.0,22.0,97.6,3.0,98.0,0.0,8.6,63.0,1.0
6.0,16.0,98.3,0.0,91.0,0.0,7.6,80.0,1.0
7.0,14.0,98.7,5.0,96.0,0.0,7.0,93.0,1.0
6.0,24.0,97.8,4.0,93.0,0.0,6.4,81.0,0.0
4.0,22.0,98.8,4.0,90.0,1.0,4.4,65.0,1.0
9.0,23.0,97.4,0.0,99.0,0.0,5.6,88.0,1.0
5.0,12.0,98.8,6.0,93.0,1.0,7.9,62.0,0.0
8.0,17.0,98.2,4.0,95.0,1.0,9.5,99.0,0.0
3.0,23.0,98.9,0.0,96.0,0.0,7.9,93.0,0.0
1.0,20.0,98.1,3.0,98.0,0.0,6.9,60.0,0.0
10.0,19.0,97.4,7.0,90.0,1.0,6.5,72.0,1.0
5.0,15.0,97.5,9.0,100.0,1.0,6.0,80.0,1.0
1.0,17.0,97.4,10.0,94.0,0.0,6.9,96.0,1.0
2.0,25.0,98.7,3.0,100.0,0.0,5.5,77.0,0.0
7.0,25.0,98.9,9.0,94.0,1.0,8.1,94.0,1.0
1.0,23.0,98.9,1.0,91.0,1.0,4.0,75.0,0.0
0.0,25.0,97.6,10.0,91.0,0.0,5.1,75.0,1.0
7.0,24.0,97.1,6.0,99.0,0.0,10.0,85.0,1.0
9.0,23.0,97.9,10.0,99.0,1.0,7.3,80.0,1.0
9.0,21.0,98.9,3.0,95.0,0.0,6.5,65.0,1.0
10.0,24.0,97.8,4.0,92.0,0.0,6.2,63.0,1.0
10.0,25.0,97.6,6.0,99.0,0.0,5.6,77.0,0.0
8.0,17.0,97.8,2.0,99.0,0.0,9.9,91.0,1.0
8.0,15.0,98.5,8.0,96.0,0.0,4.8,96.0,0.0
2.0,17.0,98.4,6.0,91.0,1.0,5.7,81.0,0.0
8.0,20.0,98.0,8.0,98.0,1.0,9.7,73.0,0.0
2.0,17.0,97.7,9.0,100.0,0.0,8.2,83.0,0.0
3.0,15.0,97.1,8.0,92.0,0.0,5.5,68.0,1.0
4.0,21.0,97.2,8.0,93.0,1.0,9.1,81.0,1.0
8.0,15.0,97.8,5.0,100.0,0.0,7.4,93.0,0.0
2.0,12.0,97.7,9.0,97.0,1.0,8.1,84.0,1.0
6.0,18.0,97.9,3.0,97.0,0.0,9.4,83.0,0.0
10.0,20.0,97.3,6.0,98.0,1.0,6.2,82.0,0.0
10.0,20.0,97.3,5.0,97.0,1.0,6.8,78.0,0.0
8.0,22.0,99.0,1.0,96.0,1.0,9.6,92.0,1.0
0.0,15.0,98.3,0.0,96.0,0.0,5.9,99.0,1.0
1.0,17.0,97.7,0.0,100.0,1.0,8.5,89.0,1.0
7.0,13.0,98.0,0.0,96.0,1.0,6.1,81.0,0.0
2.0,24.0,98.1,0.0,93.0,1.0,9.4,85.0,1.0
3.0,24.0,98.3,1.0,98.0,0.0,4.1,75.0,1.0
9.0,19.0,98.3,2.0,93.0,0.0,5.8,60.0,1.0
4.0,13.0,97.8,5.0,96.0,1.0,8.3,70.0,0.0
9.0,23.0,97.2,0.0,97.0,1.0,8.8,99.0,0.0
4.0,15.0,98.3,0.0,96.0,1.0,7.0,94.0,1.0
8.0,23.0,98.4,5.0,91.0,0.0,9.1,73.0,0.0
4.0,14.0,97.6,7.0,90.0,0.0,9.2,67.0,1.0
8.0,17.0,97.5,9.0,96.0,1.0,7.3,96.0,1.0
3.0,24.0,98.5,2.0,97.0,1.0,7.7,84.0,1.0
7.0,24.0,97.7,7.0,100.0,1.0,8.1,60.0,1.0
5.0,17.0,99.0,4.0,92.0,0.0,7.8,65.0,1.0
6.0,16.0,98.6,8.0,91.0,1.0,9.1,96.0,1.0
5.0,13.0,97.5,2.0,97.0,0.0,6.2,68.0,1.0
2.0,13.0,98.0,5.0,93.0,0.0,8.3,80.0,0.0
3.0,25.0,98.8,0.0,95.0,0.0,4.6,66.0,0.0
0.0,18.0,97.6,5.0,97.0,0.0,9.7,85.0,0.0
4.0,18.0,97.1,0.0,90.0,0.0,8.1,60.0,1.0
7.0,23.0,97.8,2.0,91.0,1.0,6.9,95.0,0.0
4.0,18.0,98.1,3.0,95.0,0.0,9.7,75.0,0.0
2.0,13.0,97.2,3.0,99.0,0.0,7.0,70.0,1.0
6.0,12.0,98.3,3.0,99.0,1.0,8.6,80.0,0.0
3.0,19.0,98.2,9.0,96.0,1.0,7.2,73.0,1.0
7.0,19.0,98.7,2.0,98.0,1.0,6.1,72.0,0.0
3.0,25.0,99.0,3.0,90.0,0.0,6.3,64.0,1.0
1.0,22.0,97.6,0.0,93.0,1.0,4.1,90.0,0.0
9.0,12.0,98.5,4.0,98.0,0.0,7.1,100.0,1.0
2.0,13.0,97.9,9.0,94.0,1.0,9.1,76.0,1.0
8.0,24.0,98.8,1.0,97.0,0.0,4.7,85.0,1.0
8.0,13.0,98.7,2.0,92.0,0.0,7.6,76.0,1.0
4.0,19.0,97.5,9.0,91.0,0.0,5.5,83.0,0.0
0.0,18.0,98.6,1.0,100.0,1.0,9.7,85.0,0.0
1.0,23.0,97.2,2.0,98.0,1.0,4.4,82.0,1.0
2.0,22.0,97.4,4.0,91.0,0.0,8.8,98.0,0.0
4.0,12.0,97.3,6.0,93.0,0.0,6.3,94.0,1.0
4.0,13.0,98.1,2.0,91.0,0.0,8.1,86.0,0.0
8.0,20.0,98.8,7.0,93.0,0.0,4.3,98.0,1.0
1.0,23.0,99.0,3.0,99.0,0.0,8.5,83.0,0.0
2.0,25.0,97.5,6.0,98.0,0.0,7.0,72.0,1.0
7.0,15.0,97.7,0.0,91.0,1.0,5.0,85.0,0.0
9.0,16.0,98.5,2.0,98.0,0.0,6.8,86.0,0.0
1.0,15.0,97.4,0.0,100.0,1.0,7.5,99.0,1.0
5.0,12.0,97.5,2.0,93.0,0.0,6.1,66.0,1.0
5.0,23.0,97.4,3.0,95.0,0.0,9.9,96.0,1.0
3.0,18.0,98.9,8.0,90.0,0.0,9.9,94.0,1.0
0.0,19.0,98.2,6.0,91.0,1.0,6.4,100.0,0.0
1.0,17.0,98.0,1.0,98.0,1.0,4.3,84.0,0.0
2.0,13.0,97.6,3.0,98.0,0.0,6.9,89.0,1.0
3.0,15.0,98.6,5.0,98.0,0.0,4.8,66.0,1.0
1.0,24.0,97.8,4.0,90.0,1.0,7.2,84.0,1.0
0.0,20.0,97.2,4.0,98.0,1.0,7.0,72.0,0.0
2.0,17.0,97.0,0.0,91.0,0.0,8.0,99.0,1.0
0.0,15.0,98.1,8.0,92.0,0.0,4.9,80.0,1.0
2.0,22.0,97.7,2.0,95.0,1.0,5.7,97.0,1.0
7.0,24.0,97.2,0.0,90.0,1.0,8.2,97.0,1.0
2.0,14.0,98.4,1.0,91.0,0.0,8.4,88.0,0.0
6.0,25.0,98.9,1.0,96.0,0.0,6.9,76.0,0.0
4.0,22.0,98.1,4.0,96.0,0.0,7.9,85.0,0.0
8.0,13.0,98.8,10.0,100.0,1.0,7.0,96.0,0.0
6.0,20.0,97.6,9.0,93.0,0.0,9.6,93.0,0.0
1.0,15.0,98.1,5.0,100.0,0.0,7.6,77.0,0.0
4.0,24.0,97.4,3.0,94.0,1.0,6.6,92.0,0.0
6.0,18.0,98.1,2.0,95.0,1.0,9.0,95.0,0.0
9.0,17.0,98.8,4.0,96.0,0.0,5.3,80.0,0.0
4.0,25.0,98.0,8.0,96.0,1.0,9.8,89.0,0.0
3.0,18.0,98.7,7.0,95.0,0.0,9.2,96.0,1.0
2.0,22.0,97.2,10.0,95.0,0.0,5.4,66.0,0.0
0.0,18.0,98.9,10.0,96.0,1.0,8.1,63.0,1.0
2.0,13.0,97.3,2.0,94.0,1.0,9.8,60.0,1.0
4.0,19.0,98.7,5.0,93.0,1.0,6.7,99.0,0.0
2.0,17.0,98.0,6.0,90.0,1.0,7.2,94.0,0.0
9.0,13.0,98.9,1.0,93.0,0.0,4.1,86.0,1.0
4.0,22.0,97.8,1.0,94.0,0.0,7.5,91.0,0.0
2.0,19.0,97.8,9.0,95.0,1.0,5.4,96.0,1.0
3.0,14.0,98.7,0.0,96.0,0.0,8.4,92.0,1.0
10.0,16.0,97.1,4.0,93.0,1.0,8.1,84.0,1.0
8.0,17.0,98.4,8.0,99.0,0.0,8.8,97.0,0.0
4.0,18.0,98.7,5.0,100.0,0.0,9.4,69.0,0.0
3.0,17.0,97.2,9.0,96.0,1.0,6.8,81.0,0.0
4.0,23.0,98.1,4.0,92.0,0.0,7.0,73.0,1.0
6.0,14.0,98.8,4.0,99.0,0.0,5.3,60.0,0.0
8.0,14.0,98.6,9.0,100.0,1.0,9.9,60.0,1.0
8.0,17.0,97.1,6.0,90.0,1.0,6.7,83.0,0.0
2.0,12.0,98.0,6.0,91.0,0.0,9.6,81.0,0.0
1.0,23.0,97.1,7.0,100.0,0.0,4.1,85.0,0.0
2.0,19.0,98.3,6.0,92.0,1.0,5.4,77.0,1.0
